cdir_events_dilemma_payloads_tables	2
choice_key	dilemma_key	id	payload_key	value
SECOND	wh_dlc08_nor_monster_hunt_2_dilemma_reward	508427417	wh_dlc08_dummy_eagle_allegiance	DURATION[0]
FIRST	wh2_dlc10_nor_monster_hunt_10_dilemma_reward	509848764	wh_dlc08_dummy_crow_allegiance	DURATION[0]
FIRST	wh_main_emp_the_brass_sentinel_speaks	51	wh_main_payload_movement_restriction	DURATION[5]
SECOND	wh2_dlc11_cst_dilemma_salvage_supplies	511001144	TREASURY	AMOUNT[-1000]
SECOND	wh2_main_dilemma_loyalty_def_all_along_the_watch_towers_1	513547205	TARGET	EVENT
SECOND	wh2_main_dilemma_loyalty_positive_def_wrongly_accused	514711204	TREASURY	AMOUNT[10000]
FIRST	wh_dlc03_bst_the_enemy_within	516	wh_dlc03_payload_chaos_corruption	DURATION[4]
FIRST	wh2_dlc09_tmb_dilemma_crumbling_buildings	519360681	FACTION_POOLED_RESOURCE_TRANSACTION	RESOURCE[tmb_canopic_jars];FACTOR[wh2_dlc09_resource_factor_events_negative];AMOUNT[-40]
SECOND	wh_dlc03_bst_the_enemy_within	520	wh_dlc03_payload_empire_lord_blood	DURATION[1]
FIRST	wh_dlc03_bst_blasphemy	523	TREASURY	AMOUNT[1000]
SECOND	wh_dlc03_bst_blasphemy	526	wh_dlc03_payload_chaos_corruption	DURATION[4]
FIRST	wh_dlc08_nor_avalanche	526763188	TREASURY	AMOUNT[-1500]
SECOND	wh_dlc03_bst_dont_lick_a_toad	529	TEXT_DISPLAY	LOOKUP[dummy_do_nothing]
SECOND	wh2_main_dilemma_loyalty_def_black_dragon_egg_1	530332755	LOYALTY	AMOUNT[-1]
SECOND	wh2_main_hef_intrigue_whispers_of_the_mourning_chorus	533009758	DIPLOMATIC_STANDING	AMOUNT[1]
FIRST	wh2_main_dilemma_loyalty_skv_the_skavenblight_question_1	536454940	TREASURY	AMOUNT[-2500]
SECOND	wh_dlc03_bst_the_brayherd_calls	537	TEXT_DISPLAY	LOOKUP[dummy_do_nothing]
SECOND	wh2_main_dilemma_loyalty_positive_skv_whisper_rumours	53876426	wh2_main_dilemma_loyalty_positive_skv_whisper_rumours_2	DURATION[3]
FIRST	wh2_main_def_names_of_power_ar_1_sacrifice	54021078	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_ar_01_lifequencher]
THIRD	wh2_dlc08_confederate_wh_main_nor_skaeling	543580938	DIPLOMATIC_STANDING	AMOUNT[3]
FIRST	wh_main_grn_wheres_ma_teef	546	TREASURY	AMOUNT[1200]
FIRST	wh2_dlc08_confederate_wh_dlc08_nor_vanaheimlings	551356408	TEXT_DISPLAY	LOOKUP[dummy_confederate_wh_dlc08_nor_vanaheimlings]
SECOND	wh2_dlc08_confederate_wh2_main_nor_mung	552027589	TEXT_DISPLAY	LOOKUP[dummy_enemy_leader_killed]
FOURTH	wh2_dlc08_confederate_wh_main_nor_sarl	552271035	TREASURY	AMOUNT[1000]
FIRST	wh2_main_dilemma_loyalty_positive_skv_item_of_power	552713	LOYALTY	AMOUNT[-4]
FIRST	wh2_main_dilemma_loyalty_positive_def_assassin	554476138	TREASURY	AMOUNT[-1000]
THIRD	wh2_main_dilemma_loyalty_positive_def_insurgents	555620667	wh2_main_dilemma_loyalty_positive_def_insurgents_3	DURATION[8]
SECOND	wh2_dlc11_dilemma_neo_encounter_at_sea_3_b	559970072	TEXT_DISPLAY	LOOKUP[dummy_wh2_dlc11_neo_counter_treasure_minor]
FIRST	wh2_main_dilemma_loyalty_skv_the_skavenblight_question_2_b	563080252	LOYALTY	AMOUNT[1]
SECOND	wh2_dlc11_vor_cst_dilemma_ocean_of_opportunities	566087857	TEXT_DISPLAY	LOOKUP[dummy_ocean_of_opportunities_second]
FIRST	wh2_dlc11_cst_dilemma_salvage_supplies	567008098	TREASURY	AMOUNT[-1000]
FIRST	wh_main_emp_the_moot_petitions	57	wh_main_payload_morale_versus_vampires	DURATION[5]
SECOND	wh2_main_dilemma_loyalty_skv_shades_of_grey_1	57728200	wh2_main_dilemma_loyalty_skv_shades_of_grey_1_second	DURATION[20]
SECOND	wh_dlc07_brt_confederation_carcassonne	583458211	TREASURY	AMOUNT[-7500]
FIRST	wh2_main_hef_intrigue_the_hunt_and_the_hunter	586504490	DIPLOMATIC_STANDING	AMOUNT[2]
FOURTH	wh_dlc08_nor_monster_hunt_2_dilemma_reward	592629378	wh_dlc08_dummy_serpent_allegiance	DURATION[0]
SECOND	wh2_dlc11_cst_dilemma_supplies_adrift	595485792	wh2_dlc11_payload_dilemma_supplies_adrift_second	DURATION[10]
SECOND	wh2_main_hef_intrigue_wed_to_etiquette	595602441	TREASURY	AMOUNT[-1500]
SECOND	wh2_main_lzd_a_tainted_bounty	595921263	TEXT_DISPLAY	LOOKUP[dummy_do_nothing]
SECOND	wh2_dlc11_dilemma_neo_encounter_at_sea_1_c	601676002	TEXT_DISPLAY	LOOKUP[dummy_wh2_dlc11_neo_counter_treasure_minor]
FIRST	wh2_main_hef_intrigue_retainer_of_power	601931282	wh2_main_payload_public_order_negative_all_province_factionwide	DURATION[5]
FIRST	wh2_dlc10_nor_monster_hunt_8_dilemma_reward	60514719	wh_dlc08_dummy_crow_allegiance	DURATION[0]
FOURTH	wh2_main_hef_intrigue_the_court_of_many_kings	60989600	DIPLOMATIC_STANDING	AMOUNT[1]
SECOND	wh2_main_dilemma_encounter_at_sea_1_a	614168441	TEXT_DISPLAY	LOOKUP[dummy_wh2_main_campaign_encounter]
THIRD	wh2_main_dilemma_loyalty_positive_def_the_audience	616129660	TREASURY	AMOUNT[2500]
FIRST	wh2_main_dilemma_loyalty_positive_skv_clawback_provision	619131937	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_weapon_mechanical_claw];TARGET_OWNING_FACTION
FIRST	wh_dlc03_full_moon_preparations_full_moon_1	622	wh_dlc03_payload_prep_moon_replenishment_low	DURATION[2];GLOBAL
THIRD	wh2_dlc08_confederate_wh_dlc08_nor_goromadny_tribe	623125036	DIPLOMATIC_STANDING	AMOUNT[3]
FIRST	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_b	623910414	LOYALTY	AMOUNT[1]
SECOND	wh2_main_hef_intrigue_signed_sealed_delivered	624702875	INFLUENCE	AMOUNT[10]
SECOND	wh2_main_dilemma_loyalty_skv_shades_of_grey_1	625080684	TARGET	EVENT
FIRST	wh2_dlc08_confederate_wh_main_nor_graeling	62517852	TEXT_DISPLAY	LOOKUP[dummy_confederate_wh_main_nor_graeling]
FIRST	wh2_main_lzd_reclaiming_the_lost_world	62611016	wh2_main_lzd_reclaiming_the_lost_world_first	DURATION[6]
SECOND	wh2_dlc11_cst_dilemma_great_naval_battle	627488996	wh2_dlc11_payload_dilemma_great_naval_battle_second	DURATION[10]
SECOND	wh2_main_dilemma_loyalty_skv_pestilential_proposition_1	629472828	LOYALTY	AMOUNT[-1]
FIRST	wh2_main_dilemma_loyalty_skv_shades_of_grey_1	629611831	TREASURY	AMOUNT[-2000]
SECOND	wh2_main_dilemma_loyalty_def_all_along_the_watch_towers_1	63035610	wh_main_payload_chaos_corruption	DURATION[20];GLOBAL
FIRST	wh2_main_dilemma_loyalty_def_dark_crag_1	630398271	TARGET	EVENT
FIRST	wh2_dlc08_confederate_wh_dlc08_nor_wintertooth	632510876	TEXT_DISPLAY	LOOKUP[dummy_confederate_wh_dlc08_nor_wintertooth]
SECOND	wh2_main_def_names_of_power_ar_3_battle	633217312	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_ar_07_wrathbringer]
SECOND	wh2_dlc10_nor_monster_hunt_8_dilemma_reward	634571794	wh_dlc08_dummy_eagle_allegiance	DURATION[0]
FOURTH	wh2_main_hef_intrigue_they_who_whisper	635193822	INFLUENCE	AMOUNT[18]
SECOND	wh2_main_dilemma_loyalty_skv_price_of_treachery_1	635349508	TARGET	EVENT
FIRST	wh2_main_lzd_blood_sacrifice	638284769	DIPLOMATIC_STANDING	AMOUNT[-2]
SECOND	wh_main_emp_the_moot_petitions	64	wh_main_payload_morale_versus_empire	DURATION[5]
SECOND	wh2_main_def_names_of_power_co_4_teacher	641221373	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_co_09_the_hand_of_wrath]
FIRST	wh_dlc03_full_moon_preparations_full_moon_2	643	wh_dlc03_payload_prep_moon_replenishment_low	DURATION[2];GLOBAL
FIRST	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_1	647282763	TARGET	EVENT
FIRST	wh2_main_lzd_ways_and_means	650525411	wh2_main_lzd_ways_and_means_first	DURATION[6]
FOURTH	wh2_dlc08_confederate_wh_main_nor_aesling	653414174	TREASURY	AMOUNT[1000]
SECOND	wh_dlc07_brt_confederation_artois	653732254	TREASURY	AMOUNT[-5000]
THIRD	wh2_main_hef_intrigue_court_of_the_sea	654962827	wh2_main_hef_intrigue_court_of_the_sea_third	DURATION[7]
FIRST	wh2_main_dilemma_loyalty_positive_skv_dust_it_off	656920835	LOYALTY	AMOUNT[-4]
FIRST	wh_dlc08_nor_monster_hunt_6_dilemma_reward	65767035	wh_dlc08_dummy_crow_allegiance	DURATION[0]
SECOND	wh2_main_lzd_out_or_in	657748877	TREASURY	AMOUNT[1600]
FOURTH	wh2_main_hef_intrigue_favour_of_the_phoenix	65826993	INFLUENCE	AMOUNT[10]
FIRST	wh_dlc03_full_moon_preparations_full_moon_3	659	wh_dlc03_payload_prep_moon_replenishment_low	DURATION[2];GLOBAL
SECOND	wh2_main_dilemma_loyalty_positive_skv_shiny_scale_stuff	65971369	TREASURY	AMOUNT[1500]
FIRST	wh2_main_hef_intrigue_whispers_of_the_mourning_chorus	665218411	wh2_main_hef_intrigue_whispers_of_the_mourning_chorus_first	DURATION[5]
SECOND	wh_dlc07_brt_confederation_bordeleaux	665281482	TEXT_DISPLAY	LOOKUP[dummy_confederate_bordeleaux]
THIRD	wh2_main_dilemma_loyalty_positive_skv_shiny_scale_stuff	665358825	wh2_main_dilemma_loyalty_positive_skv_shiny_scale_stuff_3	DURATION[10]
THIRD	wh2_main_hef_intrigue_in_fighting	665692335	INFLUENCE	AMOUNT[-15]
SECOND	wh2_main_dilemma_loyalty_positive_def_wrongly_accused	666536121	wh2_main_dilemma_loyalty_positive_def_wrongly_accused_2	DURATION[6]
FIRST	wh_dlc03_full_moon_preparations_full_moon_4	670	wh_dlc03_payload_prep_moon_replenishment_low	DURATION[2];GLOBAL
FIRST	wh2_dlc09_tmb_dilemma_sinking_pyramid	671159378	wh2_dlc09_payload_dilemma_sinking_pyramid_first	DURATION[10]
FIRST	wh2_main_dilemma_loyalty_def_all_along_the_watch_towers_1	67132371	TARGET	EVENT
THIRD	wh_dlc08_nor_monster_hunt_6_dilemma_reward	675187508	wh_dlc08_dummy_hound_allegiance	DURATION[0]
FIRST	wh2_dlc11_cst_dilemma_plan_of_action	676278280	wh2_dlc11_payload_dilemma_plan_of_action_first	DURATION[15]
FIRST	wh2_main_dilemma_loyalty_positive_def_wrongly_accused	677879342	LOYALTY	AMOUNT[-2]
SECOND	wh2_dlc09_tmb_dilemma_stray_mortals	680109122	wh2_dlc09_payload_dilemma_stray_mortals_second	DURATION[10]
FIRST	wh_dlc03_full_moon_preparations_full_moon_5	683	wh_dlc03_payload_prep_moon_replenishment_low	DURATION[2];GLOBAL
FIRST	wh2_dlc11_cst_dilemma_rotten_wood	683312770	wh2_dlc11_payload_dilemma_rotten_wood_first	DURATION[3]
FOURTH	wh2_main_hef_intrigue_court_of_the_sea	686739505	TREASURY	AMOUNT[-1500]
FIRST	wh_dlc03_full_moon_preparations_full_moon_6	691	wh_dlc03_payload_prep_moon_replenishment_low	DURATION[2];GLOBAL
FIRST	wh2_dlc11_dilemma_neo_encounter_at_sea_1_a	691786685	TEXT_DISPLAY	LOOKUP[dummy_wh2_dlc11_neo_counter_treasure]
FIRST	wh2_main_dilemma_loyalty_def_sunless_seas_1	692785871	wh_main_effect_campaign_enable_attrition	DURATION[1]
SECOND	wh_dlc08_nor_monster_hunt_3_dilemma_reward	693561960	wh_dlc08_dummy_eagle_allegiance	DURATION[0]
FIRST	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_a	694539466	LOYALTY	AMOUNT[2]
SECOND	wh2_main_dilemma_loyalty_skv_pestilential_proposition_2_a	702529004	TARGET	EVENT
FOURTH	wh2_dlc08_confederate_wh_main_nor_baersonling	703792612	TREASURY	AMOUNT[1000]
FIRST	wh_dlc03_full_moon_preparations_full_moon_7	704	wh_dlc03_payload_prep_moon_replenishment_low	DURATION[2];GLOBAL
SECOND	wh2_dlc11_dilemma_neo_encounter_at_sea_2_b	708515201	TEXT_DISPLAY	LOOKUP[dummy_wh2_dlc11_neo_counter_treasure_minor]
FIRST	wh2_dlc11_dilemma_neo_encounter_at_sea_1_b	71001924	TEXT_DISPLAY	LOOKUP[dummy_wh2_dlc11_neo_counter_treasure]
FIRST	wh2_main_dilemma_loyalty_skv_what_we_do_in_the_shadows_2_a	712582849	TREASURY	AMOUNT[-2500]
SECOND	wh2_main_lzd_blood_sacrifice	713687524	DIPLOMATIC_STANDING	AMOUNT[2]
FIRST	wh2_main_lzd_born_killers	71402425	wh2_main_lzd_born_killers_first	DURATION[8]
FIRST	wh_dlc03_full_moon_preparations_full_moon_8	715	wh_dlc03_payload_prep_moon_replenishment_low	DURATION[2];GLOBAL
SECOND	wh2_main_dilemma_loyalty_def_stitch_up_1	715550179	LOYALTY	AMOUNT[-1]
THIRD	wh2_dlc11_vor_cst_dilemma_ocean_of_opportunities	719711993	TEXT_DISPLAY	LOOKUP[dummy_ocean_of_opportunities_third]
SECOND	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_1	719757944	TARGET	EVENT
FIRST	wh2_main_hef_intrigue_they_who_whisper	7235261	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_follower_hef_counsellor]
SECOND	wh2_main_dilemma_loyalty_positive_skv_whisper_rumours	724171845	TREASURY	AMOUNT[-1000]
THIRD	wh2_dlc08_confederate_wh2_main_nor_skeggi	724586600	DIPLOMATIC_STANDING	AMOUNT[3]
FIRST	wh2_main_lzd_charging_in	72744332	wh2_main_lzd_charging_in_first	DURATION[8]
SECOND	wh2_main_dilemma_loyalty_skv_shades_of_grey_2_a	728128052	TARGET	EVENT
FIRST	wh2_main_dilemma_loyalty_skv_the_skavenblight_question_1	728425421	TARGET	EVENT
FIRST	wh2_dlc11_cst_dilemma_great_golden_idol	728831597	TARGET	EVENT
SECOND	wh_main_emp_elector_greed	73	TREASURY	AMOUNT[1500]
SECOND	wh2_main_dilemma_loyalty_def_contest_of_claws_1	731683059	TREASURY	AMOUNT[2500]
FIRST	wh2_main_dilemma_loyalty_def_sorceror_delinquent_1	731759890	LOYALTY	AMOUNT[1]
SECOND	wh2_main_dilemma_loyalty_positive_skv_mine_mine	733530796	wh2_main_dilemma_loyalty_positive_skv_loyal_mine_mine_2	DURATION[6]
SECOND	wh2_main_hef_intrigue_the_folly_of_youth	739666823	TREASURY	AMOUNT[-1500]
FIRST	wh2_main_dilemma_loyalty_positive_skv_when_rats_fly	739807982	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_armour_rocket_boots];TARGET_OWNING_FACTION
SECOND	wh2_main_dilemma_loyalty_skv_the_skavenblight_question_1	741888092	LOYALTY	AMOUNT[-1]
FIRST	wh_dlc08_nor_hidden_fissure	752329712	wh_dlc08_payload_hidden_fissure_first	DURATION[10]
FIRST	wh2_main_dilemma_loyalty_def_black_council_1	753588343	LOYALTY	AMOUNT[1]
FIRST	wh_dlc08_nor_blood_iron	754435896	wh_dlc08_payload_blood_iron_first	DURATION[10]
THIRD	wh2_dlc08_confederate_wh2_main_nor_mung	756962773	DIPLOMATIC_STANDING	AMOUNT[3]
SECOND	wh_dlc08_nor_shrine_or_shine	760581759	wh_dlc08_payload_shrine_or_shine_second	DURATION[10]
FIRST	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_1	763331718	wh_main_effect_campaign_enable_attrition	DURATION[1]
SECOND	wh2_main_dilemma_loyalty_positive_def_the_statue	777947017	LOYALTY	AMOUNT[-3]
FIRST	wh_dlc07_brt_confederation_artois	778645456	TEXT_DISPLAY	LOOKUP[dummy_confederate_artois]
SECOND	wh2_main_dilemma_loyalty_def_sorceror_delinquent_1	778918341	LOYALTY	AMOUNT[-1]
SECOND	wh_main_emp_elector_greed	78	wh_main_payload_morale_versus_empire_negative	DURATION[3]
FOURTH	wh2_dlc10_nor_monster_hunt_11_dilemma_reward	782001208	wh_dlc08_dummy_serpent_allegiance	DURATION[0]
FOURTH	wh_dlc08_nor_monster_hunt_3_dilemma_reward	784378401	wh_dlc08_dummy_serpent_allegiance	DURATION[0]
SECOND	wh2_dlc08_confederate_wh_main_nor_bjornling	786241230	TEXT_DISPLAY	LOOKUP[dummy_enemy_leader_killed]
FIRST	wh2_main_lzd_knowledge_regained	787002570	wh2_main_lzd_knowledge_regained_first	DURATION[10]
THIRD	wh2_main_hef_intrigue_retainer_of_power	787049278	INFLUENCE	AMOUNT[10]
SECOND	wh2_main_dilemma_loyalty_positive_skv_a_noise_problem	787454318	wh2_main_dilemma_loyalty_positive_skv_noise_problem_2	DURATION[10]
FIRST	wh2_main_hef_intrigue_wed_to_etiquette	790284496	INFLUENCE	AMOUNT[-10]
SECOND	wh2_dlc08_confederate_wh2_main_nor_skeggi	790878398	DIPLOMATIC_STANDING	AMOUNT[-3]
FIRST	wh2_main_lzd_out_or_in	79911780	wh2_main_lzd_out_or_in_first	DURATION[8]
SECOND	wh2_main_dilemma_loyalty_def_blessing_of_khaine_1	80134179	LOYALTY	AMOUNT[-1]
FIRST	wh2_dlc11_dilemma_neo_encounter_at_sea_1_b	801662172	TEXT_DISPLAY	LOOKUP[dummy_wh2_dlc11_neo_counter_fight_chance]
SECOND	wh2_main_hef_intrigue_wed_to_etiquette	804343504	INFLUENCE	AMOUNT[25]
THIRD	wh2_main_hef_intrigue_the_court_of_many_kings	804624704	INFLUENCE	AMOUNT[12]
FIRST	wh2_dlc09_tmb_dilemma_glorious_structures	812620545	wh2_dlc09_payload_dilemma_glorious_structures_first	DURATION[10]
SECOND	wh2_main_hef_intrigue_the_caledor_question	81342820	DIPLOMATIC_STANDING	AMOUNT[-2]
SECOND	wh2_main_def_names_of_power_co_3_smith	814421593	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_co_04_headreaper]
FIRST	wh2_main_hef_intrigue_the_caledor_question	816448869	INFLUENCE	AMOUNT[-6]
SECOND	wh2_dlc11_cst_dilemma_ancient_treasure	825031000	TEXT_DISPLAY	LOOKUP[dummy_cst_dilemma_avoid_diplomatic_penalty]
SECOND	wh2_main_dilemma_loyalty_positive_def_the_traitors	826333206	LOYALTY	AMOUNT[-4]
FIRST	wh2_main_dilemma_loyalty_skv_shades_of_grey_1	830885267	TARGET	EVENT
SECOND	wh2_main_hef_intrigue_favour_of_the_phoenix	832707580	INFLUENCE	AMOUNT[-5]
FIRST	wh2_main_hef_intrigue_you_can_dance	835844357	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_follower_hef_scout]
SECOND	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_1	83954730	LOYALTY	AMOUNT[-1]
FIRST	wh_main_emp_elector_greed	84	wh_main_payload_event_elector_greed	DURATION[3]
FIRST	wh2_main_hef_intrigue_court_of_the_sea	840111729	INFLUENCE	AMOUNT[-2]
THIRD	wh2_dlc08_confederate_wh_dlc08_nor_helspire_tribe	841353827	DIPLOMATIC_STANDING	AMOUNT[3]
FOURTH	wh2_main_hef_intrigue_the_folly_of_youth	842420916	INFLUENCE	AMOUNT[10]
SECOND	wh2_main_dilemma_loyalty_def_price_of_treachery_1	847626867	CHARACTER_EXPERIENCE	AMOUNT[2000]
FIRST	wh2_dlc09_tmb_dilemma_lost_tombs	849739545	FACTION_POOLED_RESOURCE_TRANSACTION	RESOURCE[tmb_canopic_jars];FACTOR[wh2_dlc09_resource_factor_events];AMOUNT[40]
SECOND	wh2_main_dilemma_encounter_at_sea_2_a	85133181	TEXT_DISPLAY	LOOKUP[dummy_wh2_main_campaign_encounter]
FIRST	wh2_main_dilemma_loyalty_skv_pestilential_proposition_2_a	854250197	TARGET	EVENT
FIRST	wh2_main_dilemma_loyalty_positive_def_insurgents	856361001	TREASURY	AMOUNT[-1000]
FIRST	wh2_dlc11_dilemma_neo_encounter_at_sea_4_a	856979578	TEXT_DISPLAY	LOOKUP[dummy_wh2_dlc11_neo_counter_fight]
SECOND	wh2_dlc09_agent_choice	857936067	wh2_dlc09_payload_increase_cap_necrotect_hero	DURATION[0];GLOBAL
FIRST	wh2_main_hef_intrigue_favour_of_the_phoenix	858112980	wh2_main_hef_intrigue_favour_of_the_phoenix_first	DURATION[5]
FIRST	wh_dlc08_nor_monster_hunt_0_dilemma_reward	861979125	wh_dlc08_dummy_crow_allegiance	DURATION[0]
SECOND	wh_dlc08_nor_surfeit_of_loot	862603265	wh_dlc08_payload_surfeit_of_loot_second	DURATION[10]
SECOND	wh2_dlc11_cst_dilemma_camp_fortune	864519028	SPAWN_AGENT	AGENT[champion];AP_FACTOR[1.0]
THIRD	wh2_dlc10_nor_monster_hunt_10_dilemma_reward	866769062	wh_dlc08_dummy_hound_allegiance	DURATION[0]
FIRST	wh2_main_dilemma_loyalty_positive_def_assassin	868189968	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_armour_shroud_of_death];TARGET_OWNING_FACTION
SECOND	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_a	869078161	TREASURY	AMOUNT[2500]
SECOND	wh2_main_hef_intrigue_signed_sealed_delivered	869712672	TREASURY	AMOUNT[-750]
FIRST	wh2_main_dilemma_loyalty_positive_def_the_beastmaster	876265254	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_armour_boots_of_bracchus];TARGET_OWNING_FACTION
FIRST	wh2_dlc11_vor_cst_dilemma_ocean_of_opportunities	884747384	TEXT_DISPLAY	LOOKUP[dummy_ocean_of_opportunities_first]
THIRD	wh_dlc07_brt_confederation_bordeleaux	887021534	TEXT_DISPLAY	LOOKUP[dummy_chivalry_increase]
FIRST	wh2_main_hef_intrigue_signed_sealed_delivered	887407150	INFLUENCE	AMOUNT[30]
FIRST	wh2_dlc08_confederate_wh_dlc08_nor_norsca	890436244	TEXT_DISPLAY	LOOKUP[dummy_confederate_wh_dlc08_nor_norsca]
SECOND	wh_dlc08_nor_monster_hunt_6_dilemma_reward	893863397	wh_dlc08_dummy_eagle_allegiance	DURATION[0]
FIRST	wh2_dlc11_dilemma_neo_encounter_at_sea_1_c	894568144	TEXT_DISPLAY	LOOKUP[dummy_wh2_dlc11_neo_counter_fight_chance]
FIRST	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_1	896787453	LOYALTY	AMOUNT[1]
FIRST	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_2_b	897534489	LOYALTY	AMOUNT[1]
FIRST	wh2_main_hef_intrigue_life_in_the_lagoon	900764669	wh2_main_payload_public_order_negative_all_province_factionwide	DURATION[5]
SECOND	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_1	903147848	LOYALTY	AMOUNT[-1]
FOURTH	wh2_dlc10_nor_monster_hunt_10_dilemma_reward	90647905	wh_dlc08_dummy_serpent_allegiance	DURATION[0]
SECOND	wh2_dlc09_tmb_dilemma_drying_rivers	90766273	FACTION_POOLED_RESOURCE_TRANSACTION	RESOURCE[tmb_canopic_jars];FACTOR[wh2_dlc09_resource_factor_events_negative];AMOUNT[-40]
SECOND	wh_dlc07_brt_confederation_bretonnia	922146653	TREASURY	AMOUNT[-7500]
THIRD	wh2_main_hef_intrigue_the_folly_of_youth	923145553	INFLUENCE	AMOUNT[10]
SECOND	wh2_main_dilemma_loyalty_positive_skv_loyal_musk	924763192	CHARACTER_EXPERIENCE	AMOUNT[2000]
FIRST	wh_main_grn_lootas	93	DIPLOMATIC_STANDING	AMOUNT[2]
FIRST	wh_dlc07_brt_confederation_bordeleaux	932040596	TEXT_DISPLAY	LOOKUP[dummy_chivalry_confederation_cost]
FIRST	wh2_main_def_names_of_power_ca_1_ambush	933973961	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_ca_01_dreadtongue]
FOURTH	wh2_main_hef_intrigue_signed_sealed_delivered	944356561	wh2_main_payload_public_order_positive_all_province_factionwide	DURATION[5]
SECOND	wh2_dlc09_tmb_dilemma_drying_rivers	949229526	wh2_dlc09_payload_dilemma_drying_rivers_second	DURATION[10]
THIRD	wh_dlc07_brt_confederation_carcassonne	950190433	TEXT_DISPLAY	LOOKUP[dummy_chivalry_increase]
FIRST	wh2_main_hef_intrigue_signed_sealed_delivered	950885380	wh2_main_payload_public_order_negative_all_province_factionwide	DURATION[5]
SECOND	wh2_dlc08_confederate_wh_dlc08_nor_helspire_tribe	95182352	DIPLOMATIC_STANDING	AMOUNT[-3]
SECOND	wh2_main_dilemma_loyalty_skv_price_of_treachery_1	952874227	LOYALTY	AMOUNT[-1]
FIRST	wh2_main_hef_intrigue_in_fighting	953426933	INFLUENCE	AMOUNT[-30]
FIRST	wh2_main_def_names_of_power_ca_5_draft	960029512	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_ca_07_barbedlash]
THIRD	wh2_main_dilemma_loyalty_positive_def_the_dagger	960214643	CHARACTER_EXPERIENCE	AMOUNT[750]
FIRST	wh2_main_hef_intrigue_the_caledor_question	966375383	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_follower_hef_dragon_tamer]
FIRST	wh2_main_dilemma_loyalty_positive_skv_keg_of_boom	9674555	TREASURY	AMOUNT[-1000]
SECOND	wh2_main_lzd_reclaiming_the_lost_world	968389412	TEXT_DISPLAY	LOOKUP[dummy_do_nothing]
FOURTH	wh_dlc08_nor_monster_hunt_5_dilemma_reward	972733861	wh_dlc08_dummy_serpent_allegiance	DURATION[0]
FIRST	wh_dlc08_nor_monster_hunt_7_dilemma_reward	97726429	wh_dlc08_dummy_crow_allegiance	DURATION[0]
FIRST	wh2_main_hef_intrigue_in_fighting	980295480	TARGET	CAPITAL
FIRST	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_a	985091046	TARGET	EVENT
SECOND	wh2_main_dilemma_loyalty_positive_def_the_dagger	986749604	WOUND_CHARACTER	
FOURTH	wh2_dlc10_nor_monster_hunt_8_dilemma_reward	98902425	wh_dlc08_dummy_serpent_allegiance	DURATION[0]
FIRST	wh_main_grn_lootas	99	TARGET	EVENT
