building_level_armed_citizenry_junctions_tables	1
wh2_main_special_settlement_miragliano_norsca_3	136548822	wh_dlc08_nor_cha_skin_wolf_werekin_0
wh2_main_rogue_outpostnorsca_minor_3	1365799272	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_rogue_outpostnorsca_minor_coast_2	1365900354	wh_dlc04_emp_inf_flagellants_0
wh2_dlc09_special_settlement_karaz_a_karak_tmb_1	1366056013	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_main_special_settlement_athel_loren_brt_1	1366226288	wh_main_brt_inf_spearmen_at_arms
wh2_main_special_settlement_gaean_vale_grn_1	1366314922	wh_main_grn_inf_goblin_spearmen
wh2_main_special_settlement_hexoatl_norsca_1	1366430637	wh_main_nor_inf_chaos_marauders_0
wh2_dlc09_special_settlement_pyramid_of_nagash_savage_2	1366522799	wh_main_grn_inf_savage_orc_big_uns
wh2_main_special_settlement_sartosa_grn_2	1366694256	wh_main_grn_inf_orc_arrer_boyz
wh2_main_rogue_settlement_major_2	1366923614	wh_main_emp_art_mortar
wh2_main_rogue_settlement_major_2	1367020328	wh_dlc06_grn_cav_squig_hoppers_0
wh2_main_special_galbaraz_mourkain_vmp_1	1367024092	wh_main_vmp_mon_crypt_horrors
wh2_main_lzd_outpostnorsca_major_3	1367084676	wh2_main_lzd_inf_skink_cohort_1
wh2_main_rogue_outpostnorsca_major_1	1367094678	wh2_main_lzd_cav_cold_ones_1
wh2_main_rogue_settlement_major_coast_3	1367207491	wh_main_dwf_inf_slayers
wh2_main_special_settlement_khemri_hef_5	136724514	wh2_main_hef_inf_white_lions_of_thrace_0
wh2_dlc09_special_settlement_altdorf_tmb_4	1367306525	wh2_dlc09_tmb_art_screaming_skull_catapult_0
wh2_main_special_fortress_gate_unicorn_cst_5	1367326643	wh2_dlc11_cst_mon_bloated_corpse_0
wh2_main_rogue_outpostnorsca_major_3	1367379075	wh_main_chs_cav_marauder_horsemen_1
wh2_main_rogue_outpostnorsca_major_coast_3	1367383737	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_special_settlement_karaz_a_karak_cst_1	1367505639	wh2_dlc11_cst_cav_deck_droppers_0
wh2_main_special_settlement_khemri_hef_3	1367649028	wh2_main_hef_inf_lothern_sea_guard_1
wh2_main_special_settlement_itza_other_lzd_2	1367787086	wh2_main_lzd_inf_skink_cohort_1
wh2_main_rogue_settlement_minor_coast_1	1367796679	wh_main_chs_inf_chosen_0
wh2_main_special_settlement_khemri_cst_5	1367819840	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_dlc09_special_settlement_pyramid_of_nagash_skv_5	1367820092	wh2_main_skv_inf_stormvermin_0
wh2_main_special_settlement_miragliano_norsca_1	1367887991	wh_main_nor_inf_chaos_marauders_0
wh2_main_special_settlement_lahmia_emp_4	1368027531	wh_main_emp_inf_handgunners
wh2_main_special_settlement_the_awakening_tmb_1	1368032785	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_main_special_fortress_gate_eagle_cst_3	1368165961	wh2_dlc11_cst_inf_depth_guard_1
wh2_dlc09_tmb_outpostnorsca_minor_3_coast	136852045	wh2_dlc09_tmb_cav_nehekhara_horsemen_0
wh2_main_special_settlement_skavenblight_norsca_2	1368627545	wh_dlc08_nor_inf_marauder_hunters_0
wh2_main_special_settlement_colony_minor_other_2	1368842251	wh2_main_def_cav_dark_riders_1
wh2_dlc09_special_settlement_gaean_vale_tmb_1	1368931908	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_main_rogue_settlement_minor_2	1369121034	wh_main_grn_inf_night_goblin_fanatics
wh2_main_special_fortress_gate_eagle_untainted_3	1369123854	wh2_dlc09_tmb_inf_tomb_guard_0
wh_main_dwf_outpostnorsca_major_2_coast	1369319745	wh_main_dwf_inf_quarrellers_0
wh2_main_special_settlement_miragliano_def_4	1369330747	wh2_main_def_cha_death_hag_0
wh2_main_special_settlement_lahmia_vmp_3	136940318	wh_main_vmp_inf_crypt_ghouls
wh2_main_special_settlement_couronne_skv_5	1369622002	wh2_main_skv_inf_stormvermin_0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_1	1369653972	wh2_dlc09_tmb_inf_skeleton_warriors_0
wh2_main_special_settlement_sartosa_skv_1	1369813012	wh2_main_skv_inf_night_runners_1
wh2_main_special_settlement_khemri_def_5	1369816520	wh2_main_def_inf_black_guard_0
wh2_main_rogue_settlement_minor_1	1370358509	wh_dlc04_emp_inf_flagellants_0
wh2_main_special_settlement_hellpit_5	1370426108	wh2_main_skv_art_plagueclaw_catapult
wh2_main_special_settlement_colony_major_hef_3	137062878	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_rogue_settlement_major_coast_2	1370797977	wh_main_grn_cav_forest_goblin_spider_riders_0
wh2_main_special_settlement_miragliano_hef_5	1370813636	wh2_main_hef_cha_noble_0
wh2_main_special_settlement_lahmia_skv_2	1370897992	wh2_main_skv_inf_clanrats_1
wh2_main_rogue_settlement_major_3	1370914637	wh_main_grn_inf_night_goblin_fanatics_1
wh2_main_special_settlement_lothern_lzd_1	1371219428	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_special_settlement_khemri_brt_1	1371281415	wh_main_brt_inf_peasant_bowmen
wh2_main_special_settlement_hellpit_other_4	1371298233	wh_main_grn_cha_goblin_big_boss_0
wh2_main_rogue_settlement_minor_2	1371388151	wh_main_chs_cav_chaos_knights_0
wh2_main_def_outpostnorsca_minor_2	1371556313	wh2_main_def_inf_bleakswords_0
wh2_main_special_settlement_sartosa_norsca_4	1371584741	wh_dlc08_nor_inf_marauder_champions_0
wh2_main_rogue_outpostnorsca_major_1	1371594637	wh2_main_skv_inf_gutter_runner_slingers_1
wh2_main_special_settlement_khemri_savage_1	1371753102	wh_main_grn_inf_savage_orcs
wh2_main_special_settlement_sartosa_skv_2	137179711	wh2_main_skv_inf_clanrats_1
wh_main_dwf_outpostnorsca_minor_3_coast	1372353621	wh_main_dwf_inf_quarrellers_0
wh2_main_hef_outpostnorsca_major_1_coast	137237067	wh2_main_hef_inf_spearmen_0
wh2_main_special_fortress_gate_phoenix_untainted_2	1372423432	wh2_dlc09_tmb_inf_tomb_guard_0
wh2_main_special_settlement_altdorf_grn_4	1372469055	wh_main_grn_inf_night_goblins
wh2_main_rogue_outpostnorsca_major_coast_1	1372543458	wh_main_chs_inf_chosen_0
wh2_main_special_settlement_gaean_vale_norsca_4	1372736280	wh_dlc08_nor_mon_chaos_ice_trolls
wh2_main_special_settlement_skavenblight_other_2	1372740452	wh_main_grn_inf_orc_boyz
wh2_main_special_settlement_lahmia_savage_1	1372745063	wh_main_grn_inf_savage_orcs
wh2_main_special_settlement_sartosa_skv_2	1373234318	wh2_main_skv_inf_clanrats_1
wh2_main_skv_outpostnorsca_major_5_coast	1373546083	wh2_main_skv_inf_clanrats_1
wh2_main_rogue_outpostnorsca_minor_2	1373676857	wh_main_vmp_inf_crypt_ghouls
wh2_main_special_settlement_the_awakening_emp_5	1373712194	wh_main_emp_inf_halberdiers
wh2_dlc09_tmb_settlement_major_coast_5	1373903363	wh2_dlc09_tmb_mon_heirotitan_0
wh_main_vmp_outpostnorsca_major_4_coast	1373995937	wh_main_vmp_inf_crypt_ghouls
wh2_main_rogue_settlement_minor_coast_2	1374057968	wh2_main_lzd_inf_saurus_spearmen_1
wh_main_vmp_outpostnorsca_major_3_coast	137410327	wh_main_vmp_inf_crypt_ghouls
wh2_main_special_settlement_altdorf_cst_1	1374134541	wh2_dlc11_cst_inf_zombie_gunnery_mob_0
wh2_main_special_fortress_gate_phoenix_cst_4	1374165875	wh2_dlc11_cst_mon_rotting_prometheans_0
wh2_main_special_settlement_pyramid_of_nagash_cst_3	137450481	wh2_dlc11_cst_inf_depth_guard_1
wh2_main_def_outpostnorsca_major_4	1374623808	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_special_fortress_gate_unicorn_cst_2	1374726285	wh2_dlc11_cst_inf_depth_guard_1
wh2_main_special_settlement_the_awakening_emp_3	1374992472	wh_main_emp_inf_halberdiers
wh2_main_special_fortress_gate_unicorn_untainted_4	1375022339	wh2_dlc09_tmb_inf_tomb_guard_0
wh2_main_special_settlement_skavenblight_norsca_3	1375141138	wh_dlc08_nor_inf_marauder_hunters_0
wh2_dlc09_special_settlement_gaean_vale_tmb_2	1375223089	wh2_dlc09_tmb_art_screaming_skull_catapult_0
wh2_main_special_settlement_khemri_emp_5	1375683520	wh_main_emp_inf_handgunners
wh2_main_special_settlement_black_crag_cst_5	1375827296	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_special_settlement_sartosa_cst_2	1375850207	wh2_dlc11_cst_inf_zombie_gunnery_mob_3
wh2_main_special_settlement_sartosa_brt_2	1375913105	wh_main_brt_cav_knights_of_the_realm
wh2_main_rogue_outpostnorsca_major_3	1375930787	wh_dlc04_emp_inf_free_company_militia_0
wh2_main_special_settlement_hexoatl_other_lzd_3	1376096824	wh2_main_lzd_mon_stegadon_0
wh2_main_rogue_outpostnorsca_major_3	1376100470	wh_main_grn_mon_giant
wh2_main_special_settlement_the_awakening_def_4	1376587237	wh2_main_def_inf_darkshards_1
wh2_main_special_settlement_athel_loren_lzd_4	1376859108	wh2_main_lzd_inf_skink_cohort_1
wh_main_emp_outpostnorsca_major_2	1377159351	wh_main_emp_inf_swordsmen
wh2_main_special_settlement_gaean_vale_4	1377409622	wh2_main_hef_mon_great_eagle
wh2_main_special_settlement_the_awakening_norsca_3	1377475849	wh_dlc08_nor_cha_skin_wolf_werekin_0
wh2_main_lzd_outpostnorsca_major_4_coast	1377694435	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_special_settlement_colony_major_other_3	137785728	wh_main_emp_inf_handgunners
wh2_main_special_settlement_the_awakening_vmp_3	1377877380	wh_main_vmp_inf_crypt_ghouls
wh2_main_special_settlement_lothern_cst_2	1377940765	wh2_dlc11_cst_inf_zombie_deckhands_mob_1
wh2_main_lzd_outpostnorsca_major_4	1377978695	wh2_main_lzd_inf_saurus_warriors_1
wh_main_brt_outpostnorsca_major_3_coast	1378060962	wh_main_brt_inf_peasant_bowmen
wh2_main_def_outpostnorsca_minor_1_coast	1378129226	wh2_main_def_inf_dreadspears_0
wh2_main_special_settlement_colony_minor_other_1	1378332647	wh_main_nor_inf_chaos_marauders_0
wh_main_special_great_slayer_shrine_2	1378538047	wh2_dlc10_dwf_inf_giant_slayers
wh2_main_rogue_outpostnorsca_major_2	1378748648	wh_main_emp_inf_crossbowmen
wh2_dlc11_vampirecoast_settlement_major_coast_3	1378940720	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
wh2_main_rogue_outpostnorsca_minor_coast_2	1379109011	wh2_main_hef_cav_ellyrian_reavers_0
wh_main_vmp_outpostnorsca_major_5	1379177635	wh_main_vmp_inf_crypt_ghouls
wh2_main_rogue_outpostnorsca_major_3	1379378717	wh_main_emp_art_mortar
wh2_main_rogue_outpostnorsca_major_coast_2	1379432553	wh_main_brt_cav_pegasus_knights
wh2_main_special_settlement_athel_loren_brt_3	1380108988	wh_main_brt_inf_peasant_bowmen
wh2_main_special_settlement_altdorf_norsca_3	1380141505	wh_dlc08_nor_cha_skin_wolf_werekin_0
wh2_main_special_settlement_gaean_vale_grn_3	1380194290	wh_main_grn_inf_goblin_archers
wh2_main_rogue_settlement_major_3	1380238550	wh_main_grn_cav_goblin_wolf_riders_0
wh2_main_special_settlement_gaean_vale_3	1380460509	wh2_main_hef_mon_great_eagle
wh2_main_special_fortress_gate_griffon_cst_3	1380782845	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_special_settlement_sartosa_lzd_3	1380983113	wh2_main_lzd_mon_kroxigors
wh_main_special_settlement_karaz_a_karak_4_norsca	1381058217	wh_dlc08_nor_mon_chaos_ice_trolls
wh2_main_special_fortress_gate_griffon_cst_3	1381146334	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_special_fortress_gate_griffon_wef_1	1381166190	wh_dlc05_wef_inf_waywatchers_0
wh2_main_special_settlement_lahmia_emp_1	1381366071	wh_main_emp_inf_spearmen_0
wh_main_grn_outpostnorsca_major_5_wurrzag	138154254	wh_main_grn_inf_savage_orc_big_uns
wh2_main_special_settlement_sartosa_wef_5	1381590684	wh_dlc05_wef_mon_great_eagle_0
wh_main_emp_outpostnorsca_major_3_coast	1381621761	wh_main_emp_inf_swordsmen
wh2_main_special_settlement_the_awakening_dwf_4	1381820623	wh_main_dwf_inf_quarrellers_0
wh2_main_special_settlement_sartosa_vmp_1	1381962486	wh_main_vmp_inf_zombie
wh2_main_rogue_settlement_minor_coast_2	138209237	wh_dlc01_chs_inf_forsaken_0
wh2_main_def_outpostnorsca_major_2	1382403081	wh2_main_def_inf_dreadspears_0
wh2_main_rogue_outpostnorsca_minor_1	1382406276	wh2_main_lzd_cav_cold_one_spearmen_1
wh2_main_emp_defence_norsca_1	1382504418	wh_main_emp_inf_swordsmen
wh2_main_special_settlement_hexoatl_other_lzd_4	1382532096	wh2_main_lzd_inf_skink_cohort_1
wh2_dlc09_special_settlement_pyramid_of_nagash_vmp_2	1382731622	wh_main_vmp_mon_fell_bats
wh_main_dwf_outpostnorsca_major_4	1382737203	wh_main_dwf_inf_thunderers_0
wh2_main_special_settlement_hellpit_other_3	1382753807	wh2_dlc09_tmb_inf_nehekhara_warriors_0
wh2_main_rogue_outpostnorsca_major_2	1382810707	wh_main_vmp_inf_crypt_ghouls
wh_main_nor_settlement_major_2_coast	1382826030	wh_dlc08_nor_inf_marauder_spearman_0
wh2_main_special_fortress_gate_phoenix_cst_4	1383062597	wh2_dlc11_cst_mon_bloated_corpse_0
wh2_main_special_settlement_the_awakening_wef_2	1383207951	wh_dlc05_wef_mon_treekin_0
wh2_main_special_settlement_khemri_skv_1	1383347237	wh2_main_skv_mon_rat_ogres
wh2_main_special_settlement_hexoatl_def_5	1383592367	wh2_main_def_inf_black_guard_0
wh2_main_rogue_settlement_major_coast_3	1383665323	wh_dlc05_wef_inf_wildwood_rangers_0
wh2_main_rogue_outpostnorsca_minor_2	1383695275	wh2_main_def_inf_black_ark_corsairs_1
wh2_dlc11_special_settlement_galleons_graveyard_4	1383938107	wh2_dlc11_cst_inf_depth_guard_1
wh2_dlc09_special_settlement_pyramid_of_nagash_dwf_5	1384097537	wh_main_dwf_inf_longbeards_1
wh_dlc05_special_settlement_lothern_4_wef	1384291628	wh_dlc05_wef_inf_deepwood_scouts_1
wh2_main_special_settlement_colony_minor_other_3	1384344707	wh_main_nor_inf_chaos_marauders_0
wh2_main_special_settlement_altdorf_dwf_2	1384394575	wh_main_dwf_inf_dwarf_warrior_0
wh2_main_special_settlement_pyramid_of_nagash_cst_1	1384486932	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
wh2_main_rogue_outpostnorsca_major_3	138456627	wh_main_emp_inf_halberdiers
wh2_main_rogue_settlement_minor_coast_3	138471107	wh_dlc04_emp_cav_knights_blazing_sun_0
wh2_dlc09_special_settlement_pyramid_of_nagash_brt_5	1384755759	wh_main_brt_cav_knights_of_the_realm
wh2_main_special_settlement_khemri_def_4	138487979	wh2_main_def_inf_black_ark_corsairs_1
wh2_dlc11_cst_outpostnorsca_major_5	1385057168	wh2_dlc11_cst_inf_depth_guard_0
wh2_main_special_settlement_eight_peaks_cst_1	1385059998	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
wh2_main_special_settlement_the_awakening_norsca_5	138511308	wh_main_nor_inf_chaos_marauders_0
wh2_main_special_settlement_kislev_norsca_3	1385225771	wh_dlc08_nor_inf_marauder_hunters_0
wh2_main_special_settlement_skavenblight_other_1	138523381	wh_main_dwf_inf_quarrellers_0
wh2_main_special_settlement_kislev_cst_3	1385297667	wh2_dlc11_cst_inf_depth_guard_1
wh2_main_special_settlement_lahmia_hef_3	1385323865	wh2_main_hef_inf_lothern_sea_guard_1
wh_dlc05_special_settlement_naggarond_1_wef	1385329835	wh_dlc05_wef_dryads
wh2_main_special_settlement_colony_major_other_5	138545741	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_rogue_outpostnorsca_minor_coast_3	1385487646	wh_dlc03_bst_inf_ungor_herd_1
wh2_main_sch_special_parravon_peaks_wef_1	1385695864	wh_dlc05_wef_cav_hawk_riders_0
wh2_main_rogue_settlement_minor_1	138575400	wh_main_chs_inf_chosen_0
wh2_main_special_settlement_altdorf_grn_4	1386119798	wh_main_grn_inf_orc_big_uns
wh_main_nor_outpost_minor_human_1_coast	1386133220	wh_dlc08_nor_inf_marauder_champions_0
wh2_main_special_settlement_colony_minor_other_2	1386238107	wh2_main_skv_inf_clanrats_1
wh2_main_special_settlement_sartosa_emp_2	1386259345	wh_main_emp_inf_swordsmen
wh2_main_special_settlement_colony_major_other_2	1386301160	wh_main_dwf_inf_quarrellers_0
wh2_main_special_settlement_sartosa_vmp_3	1386574757	wh_main_vmp_cha_vampire_0
wh2_main_rogue_outpostnorsca_major_coast_2	1386898154	wh_dlc06_chs_cav_marauder_horsemasters_0
wh2_dlc09_special_settlement_pyramid_of_nagash_vmp_5	1386992996	wh_main_vmp_mon_vargheists
wh2_main_rogue_outpostnorsca_major_coast_2	1387114092	wh2_main_def_cav_cold_one_knights_0
wh2_dlc09_special_settlement_pyramid_of_nagash_hef_1	1387358171	wh2_main_hef_inf_archers_0
wh2_main_special_settlement_skavenblight_other_4	1387485888	wh2_main_lzd_cha_saurus_scar_veteran_0
wh2_main_rogue_outpostnorsca_minor_coast_2	1387627716	wh_main_emp_inf_swordsmen
wh2_dlc09_special_settlement_khemri_tmb_5	138767412	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_main_special_settlement_gaean_vale_dwf_4	1387703878	wh_main_dwf_inf_longbeards_1
wh2_main_rogue_settlement_minor_coast_1	1387773	wh_dlc05_wef_inf_glade_guard_1
wh2_main_special_everqueen_court_def	1387812948	wh2_main_def_mon_black_dragon
wh2_main_special_settlement_the_awakening_grn_3	1387871209	wh_main_grn_cha_goblin_big_boss_0
wh2_main_special_settlement_athel_loren_rogue_1	1387991205	wh_dlc01_chs_cav_gorebeast_chariot
wh2_main_special_settlement_gaean_vale_lzd_4	1388034920	wh2_main_lzd_inf_skink_cohort_1
wh2_dlc09_special_settlement_pyramid_of_nagash_def_4	1388270995	wh2_main_def_inf_black_guard_0
wh2_main_special_fortress_gate_unicorn_cst_3	1388596302	wh2_dlc11_cst_inf_depth_guard_1
wh2_main_special_settlement_lahmia_def_4	1388819167	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_special_settlement_colony_major_other_5	1388952115	wh2_main_skv_cha_warlock_engineer
wh2_main_grn_defence_norsca_1	138900118	wh_main_grn_inf_orc_boyz
wh2_main_special_fortress_gate_eagle_cst_3	1389054222	wh2_dlc11_cst_mon_rotting_prometheans_0
wh_main_nor_settlement_major_2	1389468418	wh_dlc08_nor_inf_marauder_champions_0
wh2_main_special_settlement_colony_major_other_3	1389497900	wh_dlc08_nor_inf_marauder_champions_0
wh_dlc05_special_settlement_khemri_1_wef	1389500436	wh_dlc05_wef_mon_great_eagle_0
wh2_main_special_everqueen_court_wef	1389515998	wh_dlc05_wef_mon_treekin_0
wh2_main_special_settlement_athel_loren_cst_4	1389551024	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_special_fortress_gate_phoenix_cst_5	1389617625	wh2_dlc11_cst_mon_animated_hulks_0
wh2_main_rogue_settlement_major_2	1389762812	wh_dlc01_chs_inf_chaos_warriors_2
wh2_main_rogue_settlement_major_coast_1	1389909634	wh_main_chs_cav_chaos_knights_1
wh2_main_rogue_settlement_minor_1	1390124596	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_special_fortress_gate_unicorn_untainted_4	1390125515	wh2_dlc09_tmb_inf_tomb_guard_1
wh2_main_special_fortress_gate_griffon_untainted_2	1390261854	wh2_dlc09_tmb_inf_tomb_guard_0
wh2_main_rogue_outpostnorsca_minor_coast_2	1390442629	wh2_main_hef_cav_ellyrian_reavers_1
wh2_main_special_settlement_gaean_vale_brt_5	1390501398	wh_main_brt_cav_knights_of_the_realm
wh2_main_special_settlement_gaean_vale_skv_3	1390529563	wh2_main_skv_inf_clanrats_1
wh2_main_special_settlement_gaean_vale_skv_1	1390689339	wh2_main_skv_mon_rat_ogres
wh2_main_special_settlement_skavenblight_4	1390698427	wh2_main_skv_inf_plague_monk_censer_bearer
wh2_dlc09_special_settlement_khemri_tmb_4	1391027921	wh2_dlc09_tmb_inf_tomb_guard_1
wh2_main_special_settlement_miragliano_skv_3	1391057362	wh2_main_skv_inf_clanrats_1
wh2_dlc09_special_settlement_lahmia_tmb_3	1391292512	wh2_dlc09_tmb_art_screaming_skull_catapult_0
wh2_main_special_settlement_hellpit_other_4	139147952	wh_main_grn_inf_night_goblins
wh2_main_special_settlement_altdorf_grn_5	1391486228	wh_main_grn_inf_night_goblin_archers
wh2_dlc09_special_settlement_pyramid_of_nagash_dwf_4	1391830412	wh_main_dwf_inf_thunderers_0
wh2_main_special_settlement_the_awakening_def_4	1391911680	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_special_settlement_hexoatl_def_4	139200937	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_special_fortress_gate_phoenix_cst_3	139218585	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_special_settlement_eight_peaks_skv_1	1392373702	wh2_main_skv_inf_stormvermin_0
wh2_main_special_settlement_the_awakening_wef_1	139266841	wh_dlc05_wef_treeman
wh2_main_special_settlement_lahmia_dwf_5	1393012762	wh_main_dwf_inf_ironbreakers
wh2_main_special_settlement_khemri_emp_5	1393147307	wh_main_emp_inf_greatswords
wh2_main_special_settlement_naggarond_cst_5	1393292572	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_rogue_settlement_major_3	1393400167	wh_main_chs_cav_chaos_knights_1
wh2_main_special_settlement_itza_skv_1	1393593498	wh2_main_skv_mon_rat_ogres
wh2_main_special_settlement_athel_loren_vmp_2	1393898507	wh_main_vmp_inf_skeleton_warriors_1
wh2_main_rogue_outpostnorsca_major_coast_1	1393992858	wh2_main_skv_inf_poison_wind_globadiers
wh2_main_rogue_outpostnorsca_minor_coast_3	1394437858	wh_main_chs_mon_chaos_spawn
wh2_main_special_settlement_itza_def_5	1394639850	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_rogue_outpostnorsca_minor_coast_1	1394804108	wh_dlc01_chs_inf_chaos_warriors_2
wh2_main_special_settlement_athel_loren_vmp_4	1394846364	wh_main_vmp_inf_grave_guard_0
wh2_main_special_settlement_lahmia_hef_3	1395097611	wh2_main_hef_inf_spearmen_0
wh2_main_special_settlement_khemri_lzd_4	139525360	wh2_main_lzd_cha_saurus_scar_veteran_0
wh2_main_special_settlement_skavenblight_other_1	139542059	wh2_main_hef_inf_spearmen_0
wh2_main_rogue_outpostnorsca_minor_coast_2	1395572273	wh_main_vmp_mon_crypt_horrors
wh2_main_special_settlement_sartosa_cst_2	1395673515	wh2_dlc11_cst_inf_depth_guard_0
wh_main_special_settlement_couronne_3_brt	1395775850	wh_main_brt_cav_knights_of_the_realm
wh2_main_rogue_outpostnorsca_minor_1	1395836985	wh2_main_lzd_mon_bastiladon_0
wh2_main_special_settlement_hexoatl_cst_5	1395913139	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_def_outpostnorsca_major_2_coast	1395986689	wh2_main_def_inf_darkshards_1
wh2_main_rogue_outpostnorsca_minor_coast_2	13960685	wh_dlc06_grn_inf_squig_explosive_0
wh2_main_special_settlement_gaean_vale_lzd_4	1396292950	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_special_settlement_sartosa_wef_5	1396703439	wh_dlc05_wef_inf_waywatchers_0
wh2_main_rogue_settlement_minor_coast_3	1396804117	wh2_main_skv_inf_death_runners_0
wh2_main_special_settlement_colony_major_other_4	1396953112	wh_dlc08_nor_inf_marauder_champions_0
