campaign_settlement_display_building_ids_tables	3
wh2_main_special_settlement_eight_peaks_emp_3	wh2_main_special_settlement_eight_peaks_emp_3	wh_main_building_dwf_settlement_major_3
wh2_main_special_settlement_eight_peaks_emp_4	wh2_main_special_settlement_eight_peaks_emp_4	wh_main_building_dwf_settlement_major_4
wh2_main_special_settlement_eight_peaks_emp_5	wh2_main_special_settlement_eight_peaks_emp_5	wh_main_building_dwf_settlement_major_5
wh2_main_special_settlement_eight_peaks_emp_ruin	wh2_main_special_settlement_eight_peaks_emp_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_eight_peaks_hef_1	wh2_main_special_settlement_eight_peaks_hef_1	wh_main_building_dwf_settlement_major_1
wh2_main_special_settlement_eight_peaks_hef_2	wh2_main_special_settlement_eight_peaks_hef_2	wh_main_building_dwf_settlement_major_2
wh2_main_special_settlement_eight_peaks_hef_3	wh2_main_special_settlement_eight_peaks_hef_3	wh_main_building_dwf_settlement_major_3
wh2_main_special_settlement_eight_peaks_hef_4	wh2_main_special_settlement_eight_peaks_hef_4	wh_main_building_dwf_settlement_major_4
wh2_main_special_settlement_eight_peaks_hef_5	wh2_main_special_settlement_eight_peaks_hef_5	wh_main_building_dwf_settlement_major_5
wh2_main_special_settlement_eight_peaks_hef_ruin	wh2_main_special_settlement_eight_peaks_hef_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_eight_peaks_lzd_1	wh2_main_special_settlement_eight_peaks_lzd_1	wh_main_building_dwf_settlement_major_1
wh2_main_special_settlement_eight_peaks_lzd_2	wh2_main_special_settlement_eight_peaks_lzd_2	wh_main_building_dwf_settlement_major_2
wh2_main_special_settlement_eight_peaks_lzd_3	wh2_main_special_settlement_eight_peaks_lzd_3	wh_main_building_dwf_settlement_major_3
wh2_main_special_settlement_eight_peaks_lzd_4	wh2_main_special_settlement_eight_peaks_lzd_4	wh_main_building_dwf_settlement_major_4
wh2_main_special_settlement_eight_peaks_lzd_5	wh2_main_special_settlement_eight_peaks_lzd_5	wh_main_building_dwf_settlement_major_5
wh2_main_special_settlement_eight_peaks_lzd_ruin	wh2_main_special_settlement_eight_peaks_lzd_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_eight_peaks_other_1	wh2_main_special_settlement_eight_peaks_other_1	wh_main_building_dwf_settlement_major_1
wh2_main_special_settlement_eight_peaks_other_2	wh2_main_special_settlement_eight_peaks_other_2	wh_main_building_dwf_settlement_major_2
wh2_main_special_settlement_eight_peaks_other_3	wh2_main_special_settlement_eight_peaks_other_3	wh_main_building_dwf_settlement_major_3
wh2_main_special_settlement_eight_peaks_other_4	wh2_main_special_settlement_eight_peaks_other_4	wh_main_building_dwf_settlement_major_4
wh2_main_special_settlement_eight_peaks_other_5	wh2_main_special_settlement_eight_peaks_other_5	wh_main_building_dwf_settlement_major_5
wh2_main_special_settlement_eight_peaks_other_ruin	wh2_main_special_settlement_eight_peaks_other_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_eight_peaks_skv_1	wh2_main_special_settlement_eight_peaks_skv_1	wh_main_building_dwf_settlement_major_1
wh2_main_special_settlement_eight_peaks_skv_2	wh2_main_special_settlement_eight_peaks_skv_2	wh_main_building_dwf_settlement_major_2
wh2_main_special_settlement_eight_peaks_skv_3	wh2_main_special_settlement_eight_peaks_skv_3	wh_main_building_dwf_settlement_major_3
wh2_main_special_settlement_eight_peaks_skv_4	wh2_main_special_settlement_eight_peaks_skv_4	wh_main_building_dwf_settlement_major_4
wh2_main_special_settlement_eight_peaks_skv_5	wh2_main_special_settlement_eight_peaks_skv_5	wh_main_building_dwf_settlement_major_5
wh2_main_special_settlement_eight_peaks_skv_ruin	wh2_main_special_settlement_eight_peaks_skv_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_eight_peaks_vmp_1	wh2_main_special_settlement_eight_peaks_vmp_1	wh_main_building_dwf_settlement_major_1
wh2_main_special_settlement_eight_peaks_vmp_2	wh2_main_special_settlement_eight_peaks_vmp_2	wh_main_building_dwf_settlement_major_2
wh2_main_special_settlement_eight_peaks_vmp_3	wh2_main_special_settlement_eight_peaks_vmp_3	wh_main_building_dwf_settlement_major_3
wh2_main_special_settlement_eight_peaks_vmp_4	wh2_main_special_settlement_eight_peaks_vmp_4	wh_main_building_dwf_settlement_major_4
wh2_main_special_settlement_eight_peaks_vmp_5	wh2_main_special_settlement_eight_peaks_vmp_5	wh_main_building_dwf_settlement_major_5
wh2_main_special_settlement_eight_peaks_vmp_ruin	wh2_main_special_settlement_eight_peaks_vmp_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_gaean_vale_1	wh2_main_special_settlement_gaean_vale_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_gaean_vale_2	wh2_main_special_settlement_gaean_vale_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_gaean_vale_3	wh2_main_special_settlement_gaean_vale_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_gaean_vale_4	wh2_main_special_settlement_gaean_vale_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_gaean_vale_brt_1	wh2_main_special_settlement_gaean_vale_brt_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_gaean_vale_brt_2	wh2_main_special_settlement_gaean_vale_brt_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_gaean_vale_brt_3	wh2_main_special_settlement_gaean_vale_brt_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_gaean_vale_brt_4	wh2_main_special_settlement_gaean_vale_brt_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_gaean_vale_brt_5	wh2_main_special_settlement_gaean_vale_brt_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_gaean_vale_brt_ruin	wh2_main_special_settlement_gaean_vale_brt_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_gaean_vale_cst_1	wh2_main_special_settlement_gaean_vale_cst_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_gaean_vale_cst_2	wh2_main_special_settlement_gaean_vale_cst_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_gaean_vale_cst_3	wh2_main_special_settlement_gaean_vale_cst_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_gaean_vale_cst_4	wh2_main_special_settlement_gaean_vale_cst_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_gaean_vale_cst_5	wh2_main_special_settlement_gaean_vale_cst_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_gaean_vale_cst_ruin	wh2_main_special_settlement_gaean_vale_cst_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_gaean_vale_dwf_1	wh2_main_special_settlement_gaean_vale_dwf_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_gaean_vale_dwf_2	wh2_main_special_settlement_gaean_vale_dwf_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_gaean_vale_dwf_3	wh2_main_special_settlement_gaean_vale_dwf_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_gaean_vale_dwf_4	wh2_main_special_settlement_gaean_vale_dwf_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_gaean_vale_dwf_5	wh2_main_special_settlement_gaean_vale_dwf_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_gaean_vale_dwf_ruin	wh2_main_special_settlement_gaean_vale_dwf_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_gaean_vale_emp_1	wh2_main_special_settlement_gaean_vale_emp_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_gaean_vale_emp_2	wh2_main_special_settlement_gaean_vale_emp_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_gaean_vale_emp_3	wh2_main_special_settlement_gaean_vale_emp_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_gaean_vale_emp_4	wh2_main_special_settlement_gaean_vale_emp_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_gaean_vale_emp_5	wh2_main_special_settlement_gaean_vale_emp_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_gaean_vale_emp_ruin	wh2_main_special_settlement_gaean_vale_emp_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_gaean_vale_grn_1	wh2_main_special_settlement_gaean_vale_grn_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_gaean_vale_grn_2	wh2_main_special_settlement_gaean_vale_grn_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_gaean_vale_grn_3	wh2_main_special_settlement_gaean_vale_grn_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_gaean_vale_grn_4	wh2_main_special_settlement_gaean_vale_grn_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_gaean_vale_grn_5	wh2_main_special_settlement_gaean_vale_grn_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_gaean_vale_grn_ruin	wh2_main_special_settlement_gaean_vale_grn_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_gaean_vale_lzd_1	wh2_main_special_settlement_gaean_vale_lzd_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_gaean_vale_lzd_2	wh2_main_special_settlement_gaean_vale_lzd_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_gaean_vale_lzd_3	wh2_main_special_settlement_gaean_vale_lzd_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_gaean_vale_lzd_4	wh2_main_special_settlement_gaean_vale_lzd_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_gaean_vale_lzd_5	wh2_main_special_settlement_gaean_vale_lzd_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_gaean_vale_lzd_ruin	wh2_main_special_settlement_gaean_vale_lzd_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_gaean_vale_norsca_1	wh2_main_special_settlement_gaean_vale_norsca_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_gaean_vale_norsca_2	wh2_main_special_settlement_gaean_vale_norsca_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_gaean_vale_norsca_3	wh2_main_special_settlement_gaean_vale_norsca_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_gaean_vale_norsca_ruin	wh2_main_special_settlement_gaean_vale_norsca_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_gaean_vale_ruin	wh2_main_special_settlement_gaean_vale_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_gaean_vale_savage_1	wh2_main_special_settlement_gaean_vale_savage_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_gaean_vale_savage_2	wh2_main_special_settlement_gaean_vale_savage_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_gaean_vale_savage_3	wh2_main_special_settlement_gaean_vale_savage_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_gaean_vale_savage_ruin	wh2_main_special_settlement_gaean_vale_savage_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_gaean_vale_skv_1	wh2_main_special_settlement_gaean_vale_skv_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_gaean_vale_skv_2	wh2_main_special_settlement_gaean_vale_skv_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_gaean_vale_skv_3	wh2_main_special_settlement_gaean_vale_skv_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_gaean_vale_skv_4	wh2_main_special_settlement_gaean_vale_skv_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_gaean_vale_skv_5	wh2_main_special_settlement_gaean_vale_skv_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_gaean_vale_skv_ruin	wh2_main_special_settlement_gaean_vale_skv_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_gaean_vale_vmp_1	wh2_main_special_settlement_gaean_vale_vmp_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_gaean_vale_vmp_2	wh2_main_special_settlement_gaean_vale_vmp_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_gaean_vale_vmp_3	wh2_main_special_settlement_gaean_vale_vmp_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_gaean_vale_vmp_4	wh2_main_special_settlement_gaean_vale_vmp_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_gaean_vale_vmp_5	wh2_main_special_settlement_gaean_vale_vmp_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_gaean_vale_vmp_ruin	wh2_main_special_settlement_gaean_vale_vmp_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_hellpit_1	wh2_main_special_settlement_hellpit_1	wh2_main_building_skv_settlement_hellpit_1
wh2_main_special_settlement_hellpit_2	wh2_main_special_settlement_hellpit_2	wh2_main_building_skv_settlement_hellpit_2
wh2_main_special_settlement_hellpit_3	wh2_main_special_settlement_hellpit_3	wh2_main_building_skv_settlement_hellpit_3
wh2_main_special_settlement_hellpit_4	wh2_main_special_settlement_hellpit_4	wh2_main_building_skv_settlement_hellpit_4
wh2_main_special_settlement_hellpit_5	wh2_main_special_settlement_hellpit_5	wh2_main_building_skv_settlement_hellpit_5
wh2_main_special_settlement_hellpit_cst_1	wh2_main_special_settlement_hellpit_cst_1	wh2_main_building_skv_settlement_hellpit_1
wh2_main_special_settlement_hellpit_cst_2	wh2_main_special_settlement_hellpit_cst_2	wh2_main_building_skv_settlement_hellpit_2
wh2_main_special_settlement_hellpit_cst_3	wh2_main_special_settlement_hellpit_cst_3	wh2_main_building_skv_settlement_hellpit_3
wh2_main_special_settlement_hellpit_cst_4	wh2_main_special_settlement_hellpit_cst_4	wh2_main_building_skv_settlement_hellpit_4
wh2_main_special_settlement_hellpit_cst_5	wh2_main_special_settlement_hellpit_cst_5	wh2_main_building_skv_settlement_hellpit_5
wh2_main_special_settlement_hellpit_cst_ruin	wh2_main_special_settlement_hellpit_cst_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_hellpit_norsca_1	wh2_main_special_settlement_hellpit_norsca_1	wh2_main_building_skv_settlement_hellpit_1
wh2_main_special_settlement_hellpit_norsca_2	wh2_main_special_settlement_hellpit_norsca_2	wh2_main_building_skv_settlement_hellpit_2
wh2_main_special_settlement_hellpit_norsca_3	wh2_main_special_settlement_hellpit_norsca_3	wh2_main_building_skv_settlement_hellpit_3
wh2_main_special_settlement_hellpit_norsca_4	wh2_main_special_settlement_hellpit_norsca_4	wh2_main_building_skv_settlement_hellpit_4
wh2_main_special_settlement_hellpit_norsca_5	wh2_main_special_settlement_hellpit_norsca_5	wh2_main_building_skv_settlement_hellpit_5
wh2_main_special_settlement_hellpit_norsca_ruin	wh2_main_special_settlement_hellpit_norsca_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_hellpit_other_1	wh2_main_special_settlement_hellpit_other_1	wh2_main_building_skv_settlement_hellpit_1
wh2_main_special_settlement_hellpit_other_2	wh2_main_special_settlement_hellpit_other_2	wh2_main_building_skv_settlement_hellpit_2
wh2_main_special_settlement_hellpit_other_3	wh2_main_special_settlement_hellpit_other_3	wh2_main_building_skv_settlement_hellpit_3
wh2_main_special_settlement_hellpit_other_4	wh2_main_special_settlement_hellpit_other_4	wh2_main_building_skv_settlement_hellpit_4
wh2_main_special_settlement_hellpit_other_5	wh2_main_special_settlement_hellpit_other_5	wh2_main_building_skv_settlement_hellpit_5
wh2_main_special_settlement_hellpit_other_ruin	wh2_main_special_settlement_hellpit_other_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_hellpit_ruin	wh2_main_special_settlement_hellpit_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_hexoatl_brt_1	wh2_main_special_settlement_hexoatl_brt_1	wh2_main_building_lzd_settlement_major_1
wh2_main_special_settlement_hexoatl_brt_2	wh2_main_special_settlement_hexoatl_brt_2	wh2_main_building_lzd_settlement_major_2
wh2_main_special_settlement_hexoatl_brt_3	wh2_main_special_settlement_hexoatl_brt_3	wh2_main_building_lzd_settlement_major_3
wh2_main_special_settlement_hexoatl_brt_4	wh2_main_special_settlement_hexoatl_brt_4	wh2_main_building_lzd_settlement_major_4
wh2_main_special_settlement_hexoatl_brt_5	wh2_main_special_settlement_hexoatl_brt_5	wh2_main_building_lzd_settlement_major_5
wh2_main_special_settlement_hexoatl_brt_ruin	wh2_main_special_settlement_hexoatl_brt_ruin	wh2_main_lzd_ruin
wh2_main_special_settlement_hexoatl_cst_1	wh2_main_special_settlement_hexoatl_cst_1	wh2_main_building_lzd_settlement_major_1
wh2_main_special_settlement_hexoatl_cst_2	wh2_main_special_settlement_hexoatl_cst_2	wh2_main_building_lzd_settlement_major_2
